,Source time,FPR,TPR,FNR,TNR,Target time
0,8.274799323999105,0.15017857142857144,0.7972477064220184,0.20275229357798166,0.8498214285714285,0.7287835169991013
1,8.520750820000103,0.15875,0.8247706422018348,0.17522935779816515,0.84125,1.019158609000442
2,8.490867624999737,0.2782142857142857,0.8853211009174312,0.11467889908256881,0.7217857142857143,0.7734942810002394
3,8.635455557,0.7539285714285714,0.9834862385321101,0.016513761,0.2460714285714286,0.890272274
4,7.494558647000304,0.020178571428571428,0.3678899082568807,0.6321100917431193,0.9798214285714286,0.7506064520002838
5,8.354528813999423,0.16517857142857142,0.728440367,0.27155963302752295,0.8348214285714286,0.7984674990002532
6,10.014407361000849,0.5232142857142857,0.9532110091743119,0.046788990825688076,0.47678571428571426,1.0387430709997716
7,9.883122768000248,0.4519642857142857,0.9422018348623853,0.057798165,0.5480357142857143,1.0330325179984357
8,7.7905697530004545,0.050357143,0.5247706422018348,0.47522935779816516,0.9496428571428571,1.1767715300011332
9,8.839381196,0.3073214285714286,0.8247706422018348,0.17522935779816515,0.6926785714285715,0.8206946049995167
10,9.048217493000266,0.69625,0.9889908256880734,0.011009174311926606,0.30374999999999996,0.7844344099994487
11,9.465862431999994,0.47696428571428573,0.9688073394495413,0.031192660550458717,0.5230357142857143,0.7698196179990191
12,9.981886909999957,0.24339285714285713,0.8807339449541285,0.11926605504587157,0.7566071428571428,1.0463409579988365
13,7.5361343740005395,0.35910714285714285,0.9146788990825688,0.085321101,0.6408928571428572,1.2602127230002225
14,8.920134187001167,0.18446428571428572,0.8559633027522936,0.14403669724770643,0.8155357142857143,4.850790779999443
15,8.688603366999814,0.4717857142857143,0.9330275229357798,0.066972477,0.5282142857142857,1.0478275320001558
16,9.524570151999797,0.18875,0.7376146788990825,0.26238532110091745,0.81125,1.06331395
17,9.395225459998983,0.6439285714285714,0.9779816513761468,0.022018348623853212,0.3560714285714286,1.0581965309993393
18,10.04728076199899,0.3492857142857143,0.8688073394495412,0.13119266055045872,0.6507142857142857,0.81591352
19,8.476928223000868,0.7014285714285714,0.9853211009174312,0.014678899082568808,0.2985714285714286,1.0861296919993038
20,9.455777329998455,0.1957142857142857,0.8119266055045872,0.18807339449541285,0.8042857142857143,1.0679820490004204
21,10.542600142000083,0.4448214285714286,0.8954128440366973,0.10458715596330276,0.5551785714285714,1.0611976330001198
22,10.866051196999251,0.4375,0.9495412844036697,0.050458716,0.5625,1.0614197960003366
23,10.211583694001092,0.45553571428571427,0.9275229357798165,0.072477064,0.5444642857142857,1.0502353759984544
24,10.02160567899955,0.030535714285714284,0.4596330275229358,0.5403669724770642,0.9694642857142857,0.8311997929995414
25,10.845410730000367,0.12107142857142857,0.7660550458715596,0.23394495412844038,0.8789285714285714,1.0691871430008177
26,10.311829453999962,0.3391071428571429,0.9128440366972477,0.087155963,0.6608928571428572,0.8695044769992819
27,12.284103735999452,0.3582142857142857,0.9091743119266055,0.090825688,0.6417857142857143,0.8499620330003381
28,9.33017296,0.36339285714285713,0.8706422018348624,0.12935779816513762,0.6366071428571429,1.9390378019998025
29,8.899426758000118,0.6414285714285715,0.9458715596330275,0.05412844,0.35857142857142854,1.0785947650001617
30,9.818073643999014,0.13964285714285715,0.7605504587155963,0.23944954128440368,0.8603571428571428,0.8372452390012768
31,9.999722616999861,0.36339285714285713,0.9321100917431193,0.067889908,0.6366071428571429,1.058932691001246
32,10.58401617,0.12928571428571428,0.7027522935779816,0.29724770642201837,0.8707142857142858,0.8437099330003548
33,11.905788901998676,0.10357142857142858,0.6889908256880735,0.3110091743119266,0.8964285714285715,1.0536439650004468
34,10.92189672099994,0.092321429,0.32201834862385326,0.6779816513761467,0.9076785714285714,0.8203542500014009
35,10.036643149000156,0.8483928571428572,0.9954128440366973,0.004587156,0.15160714285714283,1.0491633389992785
36,11.880422770000223,0.985,0.9990825688073395,0.000917431,0.015000000000000013,1.042804538999917
37,10.320608026999253,0.47714285714285715,0.926605505,0.073394495,0.5228571428571429,1.2868303249997552
38,12.808578203999787,0.5633928571428571,0.9458715596330275,0.05412844,0.43660714285714286,1.165265655
39,10.525512828999126,0.3221428571428571,0.7908256880733945,0.20917431192660552,0.6778571428571429,1.2498387469986483
40,11.399884689999453,0.25160714285714286,0.8366972477064221,0.163302752,0.7483928571428571,1.2574313459990663
41,10.651120247999643,0.39339285714285716,0.9137614678899082,0.086238532,0.6066071428571429,0.8853133160009747
42,10.536669982000603,0.24660714285714286,0.7596330275229357,0.24036697247706423,0.7533928571428572,0.8676273139990371
43,12.220844180999848,0.3405357142857143,0.8935779816513761,0.10642201834862386,0.6594642857142857,0.9035355850010092
44,12.595401851000133,0.040357142857142855,0.5642201834862386,0.43577981651376146,0.9596428571428571,1.0431782529994962
45,12.57953520099909,0.035,0.4954128440366973,0.5045871559633027,0.965,1.0392603299987968
46,11.537796245000209,0.11071428571428571,0.7339449541284404,0.26605504587155965,0.8892857142857142,1.0688328779997391
47,12.968891346999953,0.4632142857142857,0.9385321100917431,0.061467889908256884,0.5367857142857143,1.0604935360006493
48,12.317548678000094,0.5267857142857143,0.965137615,0.034862385,0.4732142857142857,1.063245821000237
49,12.614814535998448,0.078392857,0.6926605504587156,0.3073394495412844,0.9216071428571428,0.9529053229998681
0,8.545885289997386,0.067142857,0.573394495,0.42660550458715596,0.9328571428571428,0.7046061199980613
1,9.610393986997224,0.085535714,0.7211009174311926,0.27889908256880735,0.9144642857142857,0.7479653129994404
2,8.343505364999146,0.5726785714285715,0.955045872,0.044954128440366975,0.4273214285714285,1.066014030999213
3,7.667610332999175,0.1125,0.6844036697247706,0.3155963302752294,0.8875,0.7469627009995747
4,8.625445050001872,0.6983928571428571,0.9761467889908257,0.023853211009174313,0.30160714285714285,0.7394883849992766
5,9.003746703998331,0.097142857,0.6100917431192661,0.38990825688073394,0.9028571428571428,1.043746662002377
6,7.894333111002197,0.11232142857142857,0.5541284403669724,0.44587155963302755,0.8876785714285714,1.079261859998951
7,8.858516164997127,0.7426785714285714,0.9844036697247707,0.015596330275229359,0.2573214285714286,2.518756049
8,8.809438209,0.50125,0.9614678899082569,0.03853211,0.49875,1.0719207959991763
9,9.880973207000352,0.3742857142857143,0.9302752293577982,0.069724771,0.6257142857142857,0.8073816130017804
10,9.506451564,0.6305357142857143,0.9486238532110092,0.051376147,0.3694642857142857,1.0457309400007944
11,7.559528969999519,0.19071428571428573,0.7825688073394496,0.21743119266055047,0.8092857142857143,1.0984968769989791
12,8.398409606001223,0.16839285714285715,0.7431192660550459,0.25688073394495414,0.8316071428571429,1.067861224997614
13,9.277788442999736,0.47928571428571426,0.963302752,0.036697248,0.5207142857142857,0.7794934720004676
14,9.743194488000881,0.7083928571428572,0.9825688073394495,0.017431193,0.29160714285714284,0.7706485460003023
15,9.803633248000551,0.39107142857142857,0.9394495412844037,0.060550458715596334,0.6089285714285715,0.7591855610007769
16,8.075070028000482,0.1717857142857143,0.8311926605504587,0.1688073394495413,0.8282142857142857,1.2775290149984357
17,9.175550902000396,0.3132142857142857,0.8788990825688073,0.12110091743119267,0.6867857142857143,0.7892576879967237
18,9.504752202999953,0.26035714285714284,0.8963302752293578,0.10366972477064221,0.7396428571428572,1.0349574089996167
19,9.561468528998375,0.059464286,0.6302752293577982,0.3697247706422018,0.9405357142857143,1.9241334440011997
20,9.684852756,0.089107143,0.571559633,0.42844036697247706,0.9108928571428572,0.8125456859997939
21,8.241236244000902,0.2417857142857143,0.8504587155963302,0.14954128440366973,0.7582142857142857,1.245894807001605
22,9.720732924000913,0.20035714285714284,0.8064220183486238,0.19357798165137616,0.7996428571428571,1.0472375850004028
23,9.721156804000202,0.3244642857142857,0.8018348623853211,0.1981651376146789,0.6755357142857144,0.8325693939987104
24,10.072545617000287,0.5408928571428572,0.9293577981651376,0.070642202,0.4591071428571428,0.8206548620000831
25,10.682419802997174,0.1332142857142857,0.7376146788990825,0.26238532110091745,0.8667857142857143,0.7992218310027965
