,FPR,FNR
0,0.12588401697312587,0.5814977973568282
1,0.12446958981612447,0.5859030837004405
2,0.12588401697312587,0.5859030837004405
3,0.12588401697312587,0.5814977973568282
4,0.1272984441301273,0.5814977973568282
5,0.12446958981612447,0.5859030837004405
6,0.12588401697312587,0.5859030837004405
7,0.12871287128712872,0.5770925110132159
8,0.12871287128712872,0.5770925110132159
9,0.12588401697312587,0.5814977973568282
10,0.12446958981612447,0.5859030837004405
11,0.12588401697312587,0.5814977973568282
12,0.1272984441301273,0.5814977973568282
13,0.1272984441301273,0.5814977973568282
14,0.12588401697312587,0.5814977973568282
15,0.12446958981612447,0.5859030837004405
16,0.12588401697312587,0.5859030837004405
17,0.12446958981612447,0.5859030837004405
18,0.12446958981612447,0.5859030837004405
19,0.12588401697312587,0.5814977973568282
20,0.13295615275813297,0.5726872246696035
21,0.11456859971711457,0.5814977973568282
22,0.13154172560113153,0.5726872246696035
23,0.12446958981612447,0.5814977973568282
24,0.12305516265912306,0.5859030837004405
25,0.10891089108910891,0.6079295154185022
26,0.12446958981612447,0.5814977973568282
27,0.13295615275813297,0.5726872246696035
28,0.10891089108910891,0.6079295154185022
29,0.11315417256011315,0.5947136563876652
30,0.13295615275813297,0.5726872246696035
31,0.11032531824611033,0.5991189427312775
32,0.13154172560113153,0.5726872246696035
33,0.13295615275813297,0.5726872246696035
34,0.12871287128712872,0.5814977973568282
35,0.13295615275813297,0.5726872246696035
36,0.12022630834512023,0.5814977973568282
37,0.13012729844413012,0.5770925110132159
38,0.1272984441301273,0.5814977973568282
39,0.13012729844413012,0.5726872246696035
40,0.13012729844413012,0.5770925110132159
41,0.12305516265912306,0.5903083700440529
42,0.13154172560113153,0.5726872246696035
43,0.12164073550212164,0.5903083700440529
44,0.12305516265912306,0.5903083700440529
45,0.12588401697312587,0.5770925110132159
46,0.13578500707213578,0.5726872246696035
47,0.12446958981612447,0.5859030837004405
48,0.13437057991513437,0.5638766519823789
49,0.13154172560113153,0.5726872246696035
50,0.13578500707213578,0.5726872246696035
51,0.12446958981612447,0.5859030837004405
52,0.11598302687411598,0.5947136563876652
53,0.13012729844413012,0.5770925110132159
54,0.12446958981612447,0.5859030837004405
55,0.12446958981612447,0.5903083700440529
56,0.1371994342291372,0.5550660792951542
57,0.14427157001414428,0.5550660792951542
58,0.12588401697312587,0.5814977973568282
59,0.1371994342291372,0.5638766519823789
60,0.13861386138613863,0.5550660792951542
61,0.1371994342291372,0.5638766519823789
62,0.13578500707213578,0.5550660792951542
63,0.1371994342291372,0.5550660792951542
64,0.1371994342291372,0.5594713656387665
65,0.14144271570014144,0.5638766519823789
66,0.14002828854314003,0.5550660792951542
67,0.13861386138613863,0.5594713656387665
68,0.14002828854314003,0.5550660792951542
69,0.13154172560113153,0.5638766519823789
70,0.13295615275813297,0.5638766519823789
71,0.14427157001414428,0.5550660792951542
72,0.14144271570014144,0.5638766519823789
73,0.14285714285714285,0.5550660792951542
74,0.1371994342291372,0.5638766519823789
75,0.14002828854314003,0.5638766519823789
76,0.13154172560113153,0.5638766519823789
77,0.13861386138613863,0.5550660792951542
78,0.13154172560113153,0.5638766519823789
79,0.13154172560113153,0.5550660792951542
80,0.12871287128712872,0.5814977973568282
81,0.12164073550212164,0.5947136563876652
82,0.1173974540311174,0.5947136563876652
83,0.1371994342291372,0.5638766519823789
84,0.12871287128712872,0.5814977973568282
85,0.14002828854314003,0.5682819383259912
86,0.13861386138613863,0.5682819383259912
87,0.13295615275813297,0.5770925110132159
88,0.14285714285714285,0.5594713656387665
89,0.13295615275813297,0.5638766519823789
90,0.1272984441301273,0.5903083700440529
91,0.12446958981612447,0.5903083700440529
92,0.13154172560113153,0.5814977973568282
93,0.12871287128712872,0.5814977973568282
94,0.12022630834512023,0.5947136563876652
95,0.1471004243281471,0.5550660792951542
96,0.12588401697312587,0.5947136563876652
97,0.13012729844413012,0.5682819383259912
98,0.1173974540311174,0.6035242290748899
99,0.14285714285714285,0.5682819383259912
0,0.13437057991513437,0.5682819383259912
1,0.12446958981612447,0.5726872246696035
2,0.12446958981612447,0.5726872246696035
3,0.14002828854314003,0.5682819383259912
4,0.12305516265912306,0.5726872246696035
5,0.12588401697312587,0.5726872246696035
6,0.12588401697312587,0.5726872246696035
7,0.12305516265912306,0.5770925110132159
8,0.12305516265912306,0.5770925110132159
9,0.12446958981612447,0.5726872246696035
10,0.12446958981612447,0.5726872246696035
11,0.12588401697312587,0.5726872246696035
12,0.1272984441301273,0.5726872246696035
13,0.12588401697312587,0.5726872246696035
14,0.12446958981612447,0.5726872246696035
15,0.12588401697312587,0.5726872246696035
16,0.12446958981612447,0.5726872246696035
17,0.12446958981612447,0.5726872246696035
18,0.1272984441301273,0.5726872246696035
19,0.12305516265912306,0.5726872246696035
20,0.1456859971711457,0.5550660792951542
21,0.13578500707213578,0.5594713656387665
22,0.14002828854314003,0.5594713656387665
23,0.14427157001414428,0.5550660792951542
24,0.14285714285714285,0.5550660792951542
25,0.1456859971711457,0.5550660792951542
26,0.14427157001414428,0.5550660792951542
27,0.13012729844413012,0.5682819383259912
28,0.1456859971711457,0.5550660792951542
29,0.1371994342291372,0.5594713656387665
30,0.14285714285714285,0.5550660792951542
31,0.1272984441301273,0.5770925110132159
32,0.14427157001414428,0.5550660792951542
33,0.14285714285714285,0.5550660792951542
34,0.1456859971711457,0.5550660792951542
35,0.13578500707213578,0.5594713656387665
36,0.14427157001414428,0.5550660792951542
37,0.13861386138613863,0.5594713656387665
38,0.13154172560113153,0.5726872246696035
39,0.1485148514851485,0.5550660792951542
40,0.12588401697312587,0.5638766519823789
41,0.12305516265912306,0.5638766519823789
42,0.12588401697312587,0.5594713656387665
43,0.12164073550212164,0.5814977973568282
44,0.1272984441301273,0.5638766519823789
45,0.1272984441301273,0.5638766519823789
46,0.13154172560113153,0.5638766519823789
47,0.12164073550212164,0.5682819383259912
48,0.12588401697312587,0.5638766519823789
49,0.1188118811881188,0.5947136563876652
50,0.12164073550212164,0.5682819383259912
51,0.1272984441301273,0.5638766519823789
52,0.11456859971711457,0.5947136563876652
53,0.12588401697312587,0.5638766519823789
54,0.1188118811881188,0.5814977973568282
55,0.12446958981612447,0.5638766519823789
56,0.11315417256011315,0.5947136563876652
57,0.1272984441301273,0.5594713656387665
58,0.1188118811881188,0.5814977973568282
59,0.11315417256011315,0.6035242290748899
60,0.10608203677510608,0.6211453744493393
61,0.12164073550212164,0.5770925110132159
62,0.11598302687411598,0.5903083700440529
63,0.12588401697312587,0.5726872246696035
64,0.12305516265912306,0.5726872246696035
65,0.12022630834512023,0.5859030837004405
66,0.13012729844413012,0.5726872246696035
67,0.12022630834512023,0.5814977973568282
68,0.12305516265912306,0.5726872246696035
69,0.12022630834512023,0.5814977973568282
70,0.12446958981612447,0.5726872246696035
71,0.11598302687411598,0.5947136563876652
72,0.1188118811881188,0.5859030837004405
73,0.12588401697312587,0.5726872246696035
74,0.1188118811881188,0.5859030837004405
75,0.12305516265912306,0.5770925110132159
76,0.12022630834512023,0.5814977973568282
77,0.12446958981612447,0.5770925110132159
78,0.12022630834512023,0.5770925110132159
79,0.12305516265912306,0.5726872246696035
80,0.14002828854314003,0.5594713656387665
81,0.13437057991513437,0.5859030837004405
82,0.13012729844413012,0.5859030837004405
83,0.14002828854314003,0.5682819383259912
84,0.13437057991513437,0.5859030837004405
85,0.1456859971711457,0.5550660792951542
86,0.13295615275813297,0.5814977973568282
87,0.13861386138613863,0.5726872246696035
88,0.13437057991513437,0.5814977973568282
89,0.14144271570014144,0.5682819383259912
90,0.13861386138613863,0.5770925110132159
91,0.14002828854314003,0.5726872246696035
92,0.14427157001414428,0.5682819383259912
93,0.13578500707213578,0.5903083700440529
94,0.1272984441301273,0.5903083700440529
95,0.13154172560113153,0.5903083700440529
96,0.12022630834512023,0.5991189427312775
97,0.14285714285714285,0.5726872246696035
98,0.12446958981612447,0.5903083700440529
99,0.13295615275813297,0.5903083700440529
