,Source time,FPR,TNR,FNR,TPR,Target time
0,15.71655047099921,0.004373387,0.9956266131344995,0.820852535,0.17914746543778803,1.1621524679994764
1,16.78262991200063,0.006882707,0.9931172928018354,0.8548387096774194,0.14516129032258063,1.8124563780002063
2,17.794265115999224,0.001075423,0.9989245770002868,0.9043778801843319,0.09562212,1.2998814250004216
3,15.260581168000499,0.067751649,0.9322483510180671,0.4827188940092166,0.5172811059907834,1.7809645679990354
4,17.468869046999316,0.084599943,0.9154000573558934,0.5092165898617511,0.4907834101382489,1.1967779060014436
5,16.248527379000734,0.03505879,0.96494121,0.6860599078341014,0.3139400921658986,1.1889806409999437
6,17.170787889001076,0.15665328362489245,0.8433467163751076,0.29723502304147464,0.7027649769585254,4.681395175000944
7,19.37955336,0.027602523659305992,0.972397476,0.7482718894009217,0.2517281105990783,1.2663964559997112
8,19.884429041998374,0.039647261256094066,0.9603527387439059,0.6123271889400922,0.3876728110599078,1.8885373519988207
9,20.083857847999752,0.079796387,0.920203613,0.5633640552995391,0.43663594470046085,1.2678369450004539
10,19.632821070999853,0.4488815600802982,0.5511184399197018,0.054147465,0.945852535,1.7080820410010347
11,16.964707964998524,0.1092629767708632,0.8907370232291368,0.40264976958525345,0.5973502304147466,1.6821302799999103
12,18.760992867999448,0.009248638,0.9907513622024663,0.7402073732718893,0.25979262672811065,1.2866503179993742
13,18.61814343399965,0.024806424,0.9751935761399484,0.6244239631336406,0.37557603686635943,1.5786269500003982
14,18.75334406500042,0.00544881,0.9945511901347863,0.8438940092165899,0.15610599078341014,1.6875672260011925
15,26.086754473000838,0.068396903,0.9316030972182392,0.5305299539170507,0.4694700460829493,1.6926367249998293
16,21.362391565000507,0.024376255,0.9756237453398336,0.6486175115207373,0.3513824884792627,1.2617911260003893
17,24.07961488699948,0.014840837396042443,0.9851591626039575,0.6935483870967742,0.30645161290322576,1.2797443159997783
18,20.98893501100065,0.010897619730427301,0.9891023802695726,0.7678571428571429,0.2321428571428571,1.2975805860005494
19,21.87360718799937,0.039862346,0.9601376541439632,0.5558755760368663,0.4441244239631337,1.7708437829987815
20,18.898472460999983,0.000430169,0.9995698308001147,0.8957373271889401,0.10426267281105994,1.3066129090002505
21,24.184658711999873,0.009750502,0.9902494981359334,0.782258065,0.217741935,1.6802872759999445
22,23.700243909001074,0.023659306,0.9763406940063092,0.6831797235023042,0.31682027649769584,1.2842060870007117
23,21.728760554000473,0.004660166,0.9953398336679093,0.8150921658986175,0.18490783410138245,1.695479116999195
24,17.496597028000906,0.00544881,0.9945511901347863,0.8266129032258065,0.1733870967741935,1.2895779860009497
25,23.338715014999252,0.031187266991683397,0.9688127330083166,0.5910138248847926,0.4089861751152074,1.3211018559995864
26,21.619845441999132,0.000716949,0.9992830513335246,0.9014976958525346,0.098502304,1.274865781000699
27,21.257343335999394,0.1934327502150846,0.8065672497849155,0.326036866,0.6739631336405529,1.9257405549997202
28,23.927846078000584,0.031832520791511325,0.9681674792084887,0.6952764976958525,0.30472350230414746,1.8512776719999238
29,25.99770356099907,0.12109262976770863,0.8789073702322914,0.36002304147465436,0.6399769585253456,1.3354439470003854
30,24.495549924999068,0.18052767421852595,0.819472326,0.2528801843317972,0.7471198156682028,1.401302759999453
31,25.023603126001035,0.23623458560367078,0.7637654143963293,0.20391705069124424,0.7960829493087558,1.6989753220004786
32,25.35244720599985,0.008316605,0.9916833954688844,0.7793778801843319,0.22062211981566815,1.4151290669997252
33,25.97888010099996,0.3280040149125323,0.6719959850874677,0.076612903,0.9233870967741935,1.666790397001023
34,24.073534310999094,0.003297964,0.9967020361342128,0.8945852534562212,0.1054147465437788,1.6931839469998522
35,23.72428005800066,0.1251075422999713,0.8748924577000287,0.5576036866359447,0.44239631336405527,1.4161052259987628
36,25.138556194000557,0.7511471178663608,0.2488528821336392,0.004032258,0.9959677419354839,5.228776096000729
37,25.33534663199862,0.051405219386291945,0.948594781,0.5466589861751152,0.4533410138248848,1.5427679790009279
38,26.11314273300013,0.34485230857470606,0.6551476914252939,0.15207373271889402,0.847926267,1.4154212699995696
39,26.73733888100105,0.003441354,0.9965586464009177,0.869815668,0.130184332,1.7374574060013401
40,23.923460015001183,0.10159162603957557,0.8984083739604244,0.35944700460829493,0.6405529953917051,1.8187335020011233
41,27.622045893000177,0.075494695,0.9245053054201319,0.5552995391705069,0.4447004608294931,1.5520104120005271
42,25.145724505000544,0.027674219,0.9723257814740465,0.7413594470046083,0.2586405529953917,1.7043211990003329
43,24.986025723999774,0.010180671063951822,0.9898193289360482,0.71140553,0.28859447004608296,1.6551415200010524
44,25.883627025999886,0.14288786922856322,0.8571121307714368,0.4130184331797235,0.5869815668202765,1.4365480609994847
45,25.04933649099985,0.005520505,0.9944794952681388,0.826036866,0.17396313364055305,1.4467381300000852
46,24.597184002001086,0.040005735589331806,0.9599942644106682,0.6849078341013825,0.31509216589861755,1.4999153259996092
47,25.87873379099983,0.047462002,0.9525379982793232,0.5950460829493087,0.4049539170506913,1.7139078729996982
48,25.910372099000597,0.087324348,0.9126756524232865,0.5432027649769585,0.4567972350230415,1.4768275759997778
49,24.71973533599885,0.058574706,0.9414252939489532,0.483294931,0.5167050691244239,1.7029454499988788
0,19.560911044000022,0.001792372,0.9982076283338113,0.847926267,0.15207373271889402,1.2187946989997727
1,15.590755137000087,0.090837396,0.9091626039575567,0.3548387096774194,0.6451612903225806,1.2082181300002048
2,17.027258422999694,0.009822197,0.990177803,0.7148617511520737,0.28513824884792627,1.7000178099997356
3,14.909165754999776,0.00265271,0.9973472899340408,0.8289170506912442,0.17108294930875578,1.701077085000179
4,16.113915762000033,0.013335245196443935,0.9866647548035561,0.7309907834101382,0.26900921658986177,1.6916837939998004
5,15.778493540999989,0.020217952394608545,0.9797820476053914,0.6670506912442397,0.33294930875576034,1.2308970320000299
6,17.314486004000173,0.013765414396329223,0.9862345856036707,0.7413594470046083,0.2586405529953917,1.8999388009997347
7,18.59850028300025,0.010969314597074849,0.9890306854029252,0.7390552995391705,0.2609447004608295,1.6832072049992348
8,18.865131769999607,0.10467450530542013,0.8953254946945799,0.5933179723502304,0.4066820276497696,1.6906197509997583
9,17.080484766000154,0.035990823,0.9640091769429309,0.6975806451612904,0.30241935483870963,1.2344117220000044
10,25.194898131999253,0.005950674,0.9940493260682535,0.7874423963133641,0.2125576036866359,1.8393232109992823
11,20.369379525000113,0.097720103,0.902279897,0.45852534562211983,0.5414746543778801,1.290792429999783
12,20.963754375999997,0.046099799,0.9539002007456266,0.6226958525345622,0.37730414746543783,4.011155496000356
13,23.413301314999444,0.2803269285919128,0.7196730714080872,0.18951612903225806,0.810483871,1.331966106999971
14,24.54873619600039,0.028462862,0.9715371379409234,0.7332949308755761,0.26670506912442393,1.7334294700003738
15,26.447505848999754,0.075207915,0.9247920848867222,0.5305299539170507,0.4694700460829493,1.7163145149997945
16,23.95594227699985,0.016561514195583597,0.9834384858044164,0.6941244239631337,0.3058755760368663,1.371325159000662
17,25.009084309000173,0.004588471,0.9954115285345569,0.8133640552995391,0.18663594470046085,1.7580433789999006
18,27.79985525900065,0.07277029,0.9272297103527387,0.5293778801843319,0.47062211981566815,1.7601507549998132
19,25.333384986000056,0.1404502437625466,0.8595497562374534,0.3588709677419355,0.6411290322580645,1.803450776000318
20,31.724194247000014,0.24584169773444223,0.7541583022655578,0.17453917050691245,0.8254608294930875,1.7706642029997965
21,28.42600375799975,0.021866934,0.9781330656724978,0.6261520737327189,0.37384792626728114,1.492823136
22,25.915162829999645,0.10811585890450244,0.8918841410954975,0.5005760368663594,0.49942396313364057,1.6300283919999856
23,29.240652002999923,0.020002867794665903,0.9799971322053341,0.6175115207373272,0.3824884792626728,1.6114561049998883
24,38.03995683799985,0.063378262,0.9366217378835675,0.7073732718894009,0.2926267281105991,1.7774195289994168
25,27.736441946000014,0.04036421,0.9596357900774305,0.5570276497695853,0.4429723502304147,3.0729043259998434
26,27.883057409000685,0.000358474,0.9996415256667622,0.9182027649769585,0.081797235,3.1498046699998667
27,30.447169233999375,0.037137941,0.9628620590765701,0.543778802,0.45622119815668205,1.8127244520001113
28,28.405241136999393,0.013837109,0.9861628907370232,0.6814516129032258,0.31854838709677424,1.7619790499993542
29,25.688901127000463,0.055133352,0.9448666475480355,0.5685483870967742,0.43145161290322576,1.7454468220003037
30,27.939438160999998,0.007527961,0.9924720390020074,0.8081797235023042,0.19182027649769584,1.8689135129998249
31,27.256973569000365,0.018855749928305132,0.9811442500716949,0.7044930875576036,0.29550691244239635,1.9597643330007486
32,24.217340260000128,0.005663894,0.9943361055348438,0.815668203,0.18433179723502302,1.8851178489994709
33,27.026884625000093,0.090980786,0.9090192142242616,0.5403225806451613,0.45967741935483875,2.9999278040004356
34,25.318107553000118,0.004086607,0.9959133926010898,0.8433179723502304,0.15668202764976957,2.0838407060000463
35,28.799875328999406,0.003369659,0.9966303412675652,0.804147465,0.19585253456221197,1.4745037560005585
36,25.40272695600015,0.005950674,0.9940493260682535,0.7874423963133641,0.2125576036866359,1.7097932770002444
37,37.91782836,0.050975050186406655,0.9490249498135933,0.6336405529953917,0.3663594470046083,1.4789017610000883
38,31.541955948000577,0.12682821909951247,0.8731717809004875,0.4084101382488479,0.5915898617511521,1.737167625999973
39,32.127095641999404,0.003871523,0.9961284772010324,0.8133640552995391,0.18663594470046085,1.8392654269991908
